distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D8,Product_27,C2,Seg 1,2024,7,P-22,121,445,445,18.50,0,6,0,661.2,1106.2,1106.2,661.2,High,41.6
D8,Product_27,C2,Seg 1,2024,8,P-21,187,440.8,440.8,18.50,0,6,0,669.9,1110.7,1110.7,669.9,High,42.6
D8,Product_27,C2,Seg 1,2024,9,P-20,162,446.6,446.6,18.50,0,6,0,658.8,1105.4,1105.4,658.8,High,41.3
D8,Product_27,C2,Seg 1,2024,10,P-19,175,439.2,439.2,18.50,0,6,0,685.3,1124.5,1124.5,685.3,High,43.7
D8,Product_27,C2,Seg 1,2024,11,P-18,96,456.9,456.9,18.50,0,6,0,650.5,1107.4,1107.4,650.5,High,39.9
D8,Product_27,C2,Seg 1,2024,12,P-17,141,433.7,433.7,18.50,0,6,0,667.4,1101,1101,667.4,High,43.1
D8,Product_27,C2,Seg 1,2024,13,P-16,122,444.9,444.9,18.50,0,6,585,647.6,507.5,507.5,647.6,High,40.8
D8,Product_27,C2,Seg 1,2025,1,P-15,154,431.7,431.7,18.50,0,6,867,665.6,230.4,230.4,665.6,High,43.2
D8,Product_27,C2,Seg 1,2025,2,P-14,92,443.7,443.7,18.50,0,6,928,649.6,165.3,165.3,649.6,High,41
D8,Product_27,C2,Seg 1,2025,3,P-13,128,433,433,18.50,0,6,919,665.5,179.6,179.6,665.5,High,43
D8,Product_27,C2,Seg 1,2025,4,P-12,123,443.7,443.7,18.50,0,6,962,639.5,121.2,121.2,639.5,High,40.4
D8,Product_27,C2,Seg 1,2025,5,P-11,164,426.3,426.3,18.50,0,6,879,672,219.4,219.4,672,High,44.1
D8,Product_27,C2,Seg 1,2025,6,P-10,135,448,448,18.50,0,6,723,651.7,376.7,376.7,651.7,High,40.7
D8,Product_27,C2,Seg 1,2025,7,P-9,136,434.5,434.5,18.50,0,6,636,678.8,477.3,477.3,678.8,High,43.7
D8,Product_27,C2,Seg 1,2025,8,P-8,188,452.5,452.5,18.50,0,6,533,656.6,576.1,576.1,656.6,High,40.6
D8,Product_27,C2,Seg 1,2025,9,P-7,247,437.7,437.7,18.50,0,6,541,685,581.7,581.7,685,High,43.8
D8,Product_27,C2,Seg 1,2025,10,P-6,248,456.7,456.7,18.50,0,6,509,691.2,638.9,638.9,691.2,High,42.4
D8,Product_27,C2,Seg 1,2025,11,P-5,204,460.8,460.8,18.50,0,6,305,707.9,863.7,863.7,707.9,High,43
D8,Product_27,C2,Seg 1,2025,12,P-4,125,471.9,471.9,18.50,0,6,290,694.7,876.6,876.6,694.7,High,41.2
D8,Product_27,C2,Seg 1,2025,13,P-3,211,463.1,463.1,18.50,0,6,71,681.3,1073.4,1073.4,681.3,High,41.2
D8,Product_27,C2,Seg 1,2026,1,P-2,130,454.2,454.2,18.50,0,6,789,679.7,344.9,344.9,679.7,High,41.9
D8,Product_27,C2,Seg 1,2026,2,P-1,178,453.1,453.1,18.50,143,6,1012,679.7,120.9,120.9,679.7,High,42
D8,Product_27,C2,Seg 1,2026,3,P+0,15,453.1,453.1,18.50,450,6,856,679.7,,276.9,679.7,High,42
D8,Product_27,C2,Seg 1,2026,4,P+1,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,5,P+2,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,6,P+3,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,7,P+4,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,8,P+5,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,9,P+6,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,10,P+7,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,11,P+8,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2026,12,P+9,,453.1,453.1,18.50,0,6,679.7,849.7,,623.1,849.7,High,52.5
D8,Product_27,C2,Seg 1,2026,13,P+10,,566.4,566.4,18.50,0,6,849.7,679.7,,396.5,679.7,High,33.6
D8,Product_27,C2,Seg 1,2027,1,P+11,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,2,P+12,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,3,P+13,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,4,P+14,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,5,P+15,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,6,P+16,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,7,P+17,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,8,P+18,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,9,P+19,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,10,P+20,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,11,P+21,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,12,P+22,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2027,13,P+23,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,1,P+24,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,2,P+25,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,3,P+26,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,4,P+27,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,5,P+28,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,6,P+29,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,7,P+30,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,8,P+31,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,9,P+32,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,10,P+33,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,11,P+34,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,12,P+35,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2028,13,P+36,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2029,1,P+37,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2029,2,P+38,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_27,C2,Seg 1,2029,3,P+39,,453.1,453.1,18.50,0,6,679.7,679.7,,453.1,679.7,High,42
D8,Product_28,C2,Seg 1,2021,1,P-67,8,334.5,334.5,20.89,0,6,0,310.5,645.1,645.1,310.5,High,26
D8,Product_28,C2,Seg 1,2021,2,P-66,,207,207,20.89,0,6,0,253.7,460.7,460.7,253.7,High,34.3
D8,Product_28,C2,Seg 1,2021,3,P-65,,169.1,169.1,20.89,0,6,0,281.5,450.6,450.6,281.5,High,46.6
D8,Product_28,C2,Seg 1,2021,4,P-64,,187.7,187.7,20.88,0,6,0,335.5,523.1,523.1,335.5,High,50.1
D8,Product_28,C2,Seg 1,2021,5,P-63,21,223.6,223.6,20.89,0,6,0,534.9,758.5,758.5,534.9,High,67
D8,Product_28,C2,Seg 1,2021,6,P-62,198,356.6,356.6,20.89,0,6,0,698.3,1054.9,1054.9,698.3,High,54.8
D8,Product_28,C2,Seg 1,2021,7,P-61,192,465.5,465.5,20.89,0,6,0,664.6,1130.2,1130.2,664.6,High,40
D8,Product_28,C2,Seg 1,2021,8,P-60,138,443.1,443.1,20.89,0,6,0,844.9,1288,1288,844.9,High,53.4
D8,Product_28,C2,Seg 1,2021,9,P-59,308,563.2,563.2,20.89,0,6,0,708.4,1271.7,1271.7,708.4,High,35.2
D8,Product_28,C2,Seg 1,2021,10,P-58,222,472.3,472.3,20.89,0,6,0,726,1198.3,1198.3,726,High,43
D8,Product_28,C2,Seg 1,2021,11,P-57,178,484,484,20.89,0,6,0,729.5,1213.6,1213.6,729.5,High,42.2
D8,Product_28,C2,Seg 1,2021,12,P-56,157,486.3,486.3,20.89,0,6,0,859.4,1345.7,1345.7,859.4,High,49.5
D8,Product_28,C2,Seg 1,2021,13,P-55,177,572.9,572.9,20.89,0,6,0,765.6,1338.6,1338.6,765.6,High,37.4
D8,Product_28,C2,Seg 1,2022,1,P-54,223.9,510.4,510.4,20.89,0,6,0,798.8,1309.2,1309.2,798.8,High,43.8
D8,Product_28,C2,Seg 1,2022,2,P-53,210.3,532.5,532.5,20.89,0,6,0,797.2,1329.7,1329.7,797.2,High,41.9
D8,Product_28,C2,Seg 1,2022,3,P-52,225,531.4,531.4,20.89,0,6,0,894.8,1426.2,1426.2,894.8,High,47.1
D8,Product_28,C2,Seg 1,2022,4,P-51,455.9,596.5,596.5,20.89,0,6,0,900.6,1497.1,1497.1,900.6,High,42.3
D8,Product_28,C2,Seg 1,2022,5,P-50,491.1,600.4,600.4,20.89,0,6,0,1084.3,1684.7,1684.7,1084.3,High,50.6
D8,Product_28,C2,Seg 1,2022,6,P-49,405.4,722.9,722.9,20.89,0,6,0,1058.3,1781.1,1781.1,1058.3,High,41
D8,Product_28,C2,Seg 1,2022,7,P-48,469.4,705.5,705.5,20.89,0,6,0,1031.9,1737.4,1737.4,1031.9,High,41
D8,Product_28,C2,Seg 1,2022,8,P-47,344.3,687.9,687.9,20.89,0,6,0,957.1,1645,1645,957.1,High,39
D8,Product_28,C2,Seg 1,2022,9,P-46,345.5,638.1,638.1,20.89,0,6,0,1036.7,1674.8,1674.8,1036.7,High,45.5
D8,Product_28,C2,Seg 1,2022,10,P-45,436,691.2,691.2,20.89,0,6,0,1002.8,1693.9,1693.9,1002.8,High,40.6
D8,Product_28,C2,Seg 1,2022,11,P-44,324.8,668.5,668.5,20.89,0,6,0,1009.6,1678.1,1678.1,1009.6,High,42.3
D8,Product_28,C2,Seg 1,2022,12,P-43,323.2,673,673,20.89,0,6,0,993.8,1666.9,1666.9,993.8,High,41.3
D8,Product_28,C2,Seg 1,2022,13,P-42,348.9,662.6,662.6,20.89,0,6,0,878.1,1540.7,1540.7,878.1,High,37.1
D8,Product_28,C2,Seg 1,2023,1,P-41,329,585.4,585.4,20.89,0,6,0,853.7,1439.1,1439.1,853.7,High,40.8
D8,Product_28,C2,Seg 1,2023,2,P-40,329.8,569.1,569.1,20.89,0,6,0,897.6,1466.7,1466.7,897.6,High,44.2
D8,Product_28,C2,Seg 1,2023,3,P-39,205.6,598.4,598.4,20.89,0,6,0,925.7,1524,1524,925.7,High,43.3
D8,Product_28,C2,Seg 1,2023,4,P-38,254.2,617.1,617.1,20.89,0,6,0,840.4,1457.5,1457.5,840.4,High,38.1
D8,Product_28,C2,Seg 1,2023,5,P-37,204.6,560.3,560.3,20.89,0,6,0,892.4,1452.6,1452.6,892.4,High,44.6
D8,Product_28,C2,Seg 1,2023,6,P-36,252.7,594.9,594.9,20.89,0,6,0,908.7,1503.6,1503.6,908.7,High,42.8
D8,Product_28,C2,Seg 1,2023,7,P-35,239.9,605.8,605.8,20.89,0,6,0,985.4,1591.2,1591.2,985.4,High,45.5
D8,Product_28,C2,Seg 1,2023,8,P-34,284.4,656.9,656.9,20.89,0,6,0,1011,1667.9,1667.9,1011,High,43.1
D8,Product_28,C2,Seg 1,2023,9,P-33,287.6,674,674,20.89,0,6,0,972.4,1646.3,1646.3,972.4,High,40.4
D8,Product_28,C2,Seg 1,2023,10,P-32,283.2,648.2,648.2,20.89,0,6,0,963.5,1611.7,1611.7,963.5,High,41.6
D8,Product_28,C2,Seg 1,2023,11,P-31,281.1,642.3,642.3,20.89,0,6,0,927.4,1569.7,1569.7,927.4,High,40.4
D8,Product_28,C2,Seg 1,2023,12,P-30,322.8,618.3,618.3,20.89,0,6,0,992.5,1610.7,1610.7,992.5,High,44.9
D8,Product_28,C2,Seg 1,2023,13,P-29,294.9,661.6,661.6,20.89,0,6,0,924.8,1586.4,1586.4,924.8,High,39.1
D8,Product_28,C2,Seg 1,2024,1,P-28,342.4,616.5,616.5,20.89,0,6,0,879.2,1495.7,1495.7,879.2,High,39.9
D8,Product_28,C2,Seg 1,2024,2,P-27,266.9,586.1,586.1,20.89,0,6,0,839.7,1425.8,1425.8,839.7,High,40.1
D8,Product_28,C2,Seg 1,2024,3,P-26,264.6,559.8,559.8,20.89,0,6,0,891.7,1451.4,1451.4,891.7,High,44.6
D8,Product_28,C2,Seg 1,2024,4,P-25,332.2,594.4,594.4,20.89,0,6,0,842.9,1437.4,1437.4,842.9,High,39.7
D8,Product_28,C2,Seg 1,2024,5,P-24,275.9,562,562,20.89,0,6,0,970.3,1532.3,1532.3,970.3,High,48.3
D8,Product_28,C2,Seg 1,2024,6,P-23,322.8,646.9,646.9,20.89,0,6,0,905.9,1552.8,1552.8,905.9,High,39.2
D8,Product_28,C2,Seg 1,2024,7,P-22,279,603.9,603.9,20.89,0,6,0,959.1,1563,1563,959.1,High,44.5
D8,Product_28,C2,Seg 1,2024,8,P-21,307,639.4,639.4,20.89,0,6,0,907.1,1546.5,1546.5,907.1,High,39.7
D8,Product_28,C2,Seg 1,2024,9,P-20,269.4,604.8,604.8,20.89,0,6,0,909.8,1514.6,1514.6,909.8,High,42.1
D8,Product_28,C2,Seg 1,2024,10,P-19,304.4,606.6,606.6,20.89,0,6,0,909.9,1516.5,1516.5,909.9,High,42
D8,Product_28,C2,Seg 1,2024,11,P-18,270.9,606.6,606.6,20.89,0,6,0,867.4,1474,1474,867.4,High,40
D8,Product_28,C2,Seg 1,2024,12,P-17,193.5,578.3,578.3,20.89,0,6,0,834.7,1412.9,1412.9,834.7,High,40.4
D8,Product_28,C2,Seg 1,2024,13,P-16,257.8,556.4,556.4,20.89,0,6,1228,880.8,209.2,209.2,880.8,High,44.3
D8,Product_28,C2,Seg 1,2025,1,P-15,317.6,587.2,587.2,20.89,0,6,1797,748.5,0,0,1209.8,High,57.7
D8,Product_28,C2,Seg 1,2025,2,P-14,182.7,499,499,20.89,0,6,1388,832.1,0,0,889,High,49.9
D8,Product_28,C2,Seg 1,2025,3,P-13,293.3,554.8,554.8,20.89,0,6,1652,826.8,0,0,1097.2,High,55.4
D8,Product_28,C2,Seg 1,2025,4,P-12,268.8,551.2,551.2,20.89,0,6,1662,781.2,0,0,1110.8,High,56.4
D8,Product_28,C2,Seg 1,2025,5,P-11,274.4,520.8,520.8,20.89,0,6,1292,875.3,104.1,104.1,875.3,High,47.1
D8,Product_28,C2,Seg 1,2025,6,P-10,254.6,583.5,583.5,20.89,0,6,1037,826.1,372.6,372.6,826.1,High,39.6
D8,Product_28,C2,Seg 1,2025,7,P-9,229.5,550.7,550.7,20.89,0,6,1411,943,82.7,82.7,943,High,47.9
D8,Product_28,C2,Seg 1,2025,8,P-8,257.1,628.6,628.6,20.89,0,6,1055,806.8,380.4,380.4,806.8,High,35.9
D8,Product_28,C2,Seg 1,2025,9,P-7,273.4,537.9,537.9,20.89,0,6,749,845.3,634.2,634.2,845.3,High,44
D8,Product_28,C2,Seg 1,2025,10,P-6,141.4,563.6,563.6,20.89,0,6,794,773.7,543.2,543.2,773.7,High,38.4
D8,Product_28,C2,Seg 1,2025,11,P-5,225,515.8,515.8,20.89,0,6,985,868.4,399.1,399.1,868.4,High,47.1
D8,Product_28,C2,Seg 1,2025,12,P-4,283.6,578.9,578.9,20.89,0,6,793,761.3,547.2,547.2,761.3,High,36.8
D8,Product_28,C2,Seg 1,2025,13,P-3,250.7,507.6,507.6,20.89,0,6,420,870.7,958.3,958.3,870.7,High,48
D8,Product_28,C2,Seg 1,2026,1,P-2,279.1,580.5,580.5,20.89,0,6,857,692.5,415.9,415.9,692.5,High,33.4
D8,Product_28,C2,Seg 1,2026,2,P-1,221.6,461.6,461.6,20.89,739,6,696,790.3,555.9,555.9,790.3,High,47.9
D8,Product_28,C2,Seg 1,2026,3,P+0,30.5,526.8,526.8,20.89,640,6,619,766.5,,674.4,766.5,High,40.7
D8,Product_28,C2,Seg 1,2026,4,P+1,,511,511,20.89,160,6,766.5,813.5,,558,813.5,High,44.6
D8,Product_28,C2,Seg 1,2026,5,P+2,,542.3,542.3,20.89,0,6,813.5,761.8,,490.7,761.8,High,39.3
D8,Product_28,C2,Seg 1,2026,6,P+3,,507.9,507.9,20.89,0,6,761.8,819.4,,565.5,819.4,High,45.2
D8,Product_28,C2,Seg 1,2026,7,P+4,,546.3,546.3,20.89,0,6,819.4,885.8,,612.7,885.8,High,45.4
D8,Product_28,C2,Seg 1,2026,8,P+5,,590.5,590.5,20.89,0,6,885.8,823.9,,528.7,823.9,High,39.1
D8,Product_28,C2,Seg 1,2026,9,P+6,,549.3,549.3,20.89,0,6,823.9,770.5,,495.8,770.5,High,39.3
D8,Product_28,C2,Seg 1,2026,10,P+7,,513.7,513.7,20.89,0,6,770.5,820.5,,563.7,820.5,High,44.7
D8,Product_28,C2,Seg 1,2026,11,P+8,,547,547,20.89,0,6,820.5,801.6,,528.1,801.6,High,41
D8,Product_28,C2,Seg 1,2026,12,P+9,,534.4,534.4,20.89,0,6,801.6,983.7,,716.5,983.7,High,51.5
D8,Product_28,C2,Seg 1,2026,13,P+10,,655.8,655.8,20.89,0,6,983.7,810.8,,482.9,810.8,High,34.6
D8,Product_28,C2,Seg 1,2027,1,P+11,,540.5,540.5,20.89,0,6,810.8,644.9,,374.6,644.9,High,33.4
D8,Product_28,C2,Seg 1,2027,2,P+12,,429.9,429.9,20.89,0,6,644.9,771.6,,556.6,771.6,High,50.3
D8,Product_28,C2,Seg 1,2027,3,P+13,,514.4,514.4,20.89,0,6,771.6,734.8,,477.6,734.8,High,40
D8,Product_28,C2,Seg 1,2027,4,P+14,,489.9,489.9,20.89,0,6,734.8,788.9,,543.9,788.9,High,45.1
D8,Product_28,C2,Seg 1,2027,5,P+15,,525.9,525.9,20.89,0,6,788.9,702.8,,439.8,702.8,High,37.4
D8,Product_28,C2,Seg 1,2027,6,P+16,,468.5,468.5,20.89,0,6,702.8,794.7,,560.4,794.7,High,47.5
D8,Product_28,C2,Seg 1,2027,7,P+17,,529.8,529.8,20.89,0,6,794.7,873.2,,608.3,873.2,High,46.2
D8,Product_28,C2,Seg 1,2027,8,P+18,,582.1,582.1,20.89,0,6,873.2,784.1,,493.1,784.1,High,37.7
D8,Product_28,C2,Seg 1,2027,9,P+19,,522.8,522.8,20.89,0,6,784.1,721.3,,459.9,721.3,High,38.6
D8,Product_28,C2,Seg 1,2027,10,P+20,,480.9,480.9,20.89,0,6,721.3,800,,559.5,800,High,46.6
D8,Product_28,C2,Seg 1,2027,11,P+21,,533.3,533.3,20.89,0,6,800,776.6,,510,776.6,High,40.8
D8,Product_28,C2,Seg 1,2027,12,P+22,,517.7,517.7,20.89,0,6,776.6,750.9,,492,750.9,High,40.6
D8,Product_28,C2,Seg 1,2027,13,P+23,,500.6,500.6,20.89,0,6,750.9,781.6,,531.3,781.6,High,43.7
D8,Product_28,C2,Seg 1,2028,1,P+24,,521.1,521.1,20.89,0,6,781.6,599.8,,339.3,599.8,High,32.2
D8,Product_28,C2,Seg 1,2028,2,P+25,,399.9,399.9,20.89,0,6,599.8,753.2,,553.2,753.2,High,52.7
D8,Product_28,C2,Seg 1,2028,3,P+26,,502.1,502.1,20.89,0,6,753.2,702.6,,451.5,702.6,High,39.2
D8,Product_28,C2,Seg 1,2028,4,P+27,,468.4,468.4,20.89,0,6,702.6,761.6,,527.4,761.6,High,45.5
D8,Product_28,C2,Seg 1,2028,5,P+28,,507.7,507.7,20.89,0,6,761.6,645.3,,391.4,645.3,High,35.6
D8,Product_28,C2,Seg 1,2028,6,P+29,,430.2,430.2,20.89,0,6,645.3,772.7,,557.6,772.7,High,50.3
D8,Product_28,C2,Seg 1,2028,7,P+30,,515.2,515.2,20.89,0,6,772.7,858.3,,600.7,858.3,High,46.6
D8,Product_28,C2,Seg 1,2028,8,P+31,,572.2,572.2,20.89,0,6,858.3,742.1,,456,742.1,High,36.3
D8,Product_28,C2,Seg 1,2028,9,P+32,,494.7,494.7,20.89,0,6,742.1,674.4,,427,674.4,High,38.2
D8,Product_28,C2,Seg 1,2028,10,P+33,,449.6,449.6,20.89,0,6,674.4,780.6,,555.8,780.6,High,48.6
D8,Product_28,C2,Seg 1,2028,11,P+34,,520.4,520.4,20.89,0,6,780.6,750.6,,490.4,750.6,High,40.4
D8,Product_28,C2,Seg 1,2028,12,P+35,,500.4,500.4,20.89,0,6,750.6,714.3,,464.1,714.3,High,40
D8,Product_28,C2,Seg 1,2028,13,P+36,,476.2,476.2,20.89,0,6,714.3,751,,512.9,751,High,44.2
D8,Product_28,C2,Seg 1,2029,1,P+37,,500.7,500.7,20.89,0,6,751,557.7,,307.3,557.7,High,31.2
D8,Product_28,C2,Seg 1,2029,2,P+38,,371.8,371.8,20.89,0,6,557.7,734.7,,548.8,734.7,High,55.3
D8,Product_28,C2,Seg 1,2029,3,P+39,,489.8,489.8,20.89,0,6,734.7,734.7,,489.8,734.7,High,42
D8,Product_29,C2,Seg 1,2021,1,P-67,1,233.9,233.9,20.89,0,6,0,170.8,404.7,404.7,170.8,High,20.4
D8,Product_29,C2,Seg 1,2021,2,P-66,,113.9,113.9,20.88,0,6,0,347.6,461.5,461.5,347.6,High,85.5
D8,Product_29,C2,Seg 1,2021,3,P-65,109,231.8,231.8,20.89,0,6,0,578.6,810.4,810.4,578.6,High,69.9
D8,Product_29,C2,Seg 1,2021,4,P-64,92,385.8,385.8,20.89,0,6,0,353.6,739.3,739.3,353.6,High,25.7
D8,Product_29,C2,Seg 1,2021,5,P-63,52,235.7,235.7,20.89,0,6,0,410.3,646,646,410.3,High,48.7
D8,Product_29,C2,Seg 1,2021,6,P-62,54,273.5,273.5,20.89,0,6,0,437.4,710.9,710.9,437.4,High,44.8
D8,Product_29,C2,Seg 1,2021,7,P-61,54,291.6,291.6,20.89,0,6,0,449.1,740.7,740.7,449.1,High,43.1
D8,Product_29,C2,Seg 1,2021,8,P-60,53,299.4,299.4,20.89,0,6,0,412.7,712.2,712.2,412.7,High,38.6
D8,Product_29,C2,Seg 1,2021,9,P-59,35,275.2,275.2,20.89,0,6,0,444.4,719.5,719.5,444.4,High,45.2
D8,Product_29,C2,Seg 1,2021,10,P-58,49,296.2,296.2,20.89,0,6,0,469.5,765.7,765.7,469.5,High,44.4
D8,Product_29,C2,Seg 1,2021,11,P-57,48,313,313,20.89,0,6,0,469.3,782.3,782.3,469.3,High,42
D8,Product_29,C2,Seg 1,2021,12,P-56,48,312.9,312.9,20.89,0,6,0,491.4,804.3,804.3,491.4,High,44
D8,Product_29,C2,Seg 1,2021,13,P-55,56,327.6,327.6,20.89,0,6,0,450.6,778.2,778.2,450.6,High,38.5
D8,Product_29,C2,Seg 1,2022,1,P-54,61,300.4,300.4,20.89,0,6,0,455,755.5,755.5,455,High,42.4
D8,Product_29,C2,Seg 1,2022,2,P-53,161.5,303.4,303.4,20.89,0,6,0,644.2,947.5,947.5,644.2,High,59.5
D8,Product_29,C2,Seg 1,2022,3,P-52,98.1,429.4,429.4,20.89,0,6,0,572.3,1001.7,1001.7,572.3,High,37.3
D8,Product_29,C2,Seg 1,2022,4,P-51,165.6,381.5,381.5,20.89,0,6,0,580.2,961.7,961.7,580.2,High,42.6
D8,Product_29,C2,Seg 1,2022,5,P-50,168.4,386.8,386.8,20.89,0,6,0,559.8,946.6,946.6,559.8,High,40.5
D8,Product_29,C2,Seg 1,2022,6,P-49,230.1,373.2,373.2,20.89,0,6,0,697.1,1070.3,1070.3,697.1,High,52.3
D8,Product_29,C2,Seg 1,2022,7,P-48,371.3,464.7,464.7,20.89,0,6,0,704.4,1169.1,1169.1,704.4,High,42.4
D8,Product_29,C2,Seg 1,2022,8,P-47,268.8,469.6,469.6,20.89,0,6,0,650.5,1120.1,1120.1,650.5,High,38.8
D8,Product_29,C2,Seg 1,2022,9,P-46,287.8,433.7,433.7,20.89,0,6,0,692.5,1126.2,1126.2,692.5,High,44.7
D8,Product_29,C2,Seg 1,2022,10,P-45,311.8,461.7,461.7,20.89,0,6,0,768.5,1230.2,1230.2,768.5,High,46.6
D8,Product_29,C2,Seg 1,2022,11,P-44,269,512.3,512.3,20.89,0,6,0,665.8,1178.1,1178.1,665.8,High,36.4
D8,Product_29,C2,Seg 1,2022,12,P-43,231,443.9,443.9,20.89,0,6,0,677.2,1121.1,1121.1,677.2,High,42.7
D8,Product_29,C2,Seg 1,2022,13,P-42,267.4,451.5,451.5,20.89,0,6,0,627.9,1079.3,1079.3,627.9,High,38.9
D8,Product_29,C2,Seg 1,2023,1,P-41,228.7,418.6,418.6,20.89,0,6,0,628.5,1047.1,1047.1,628.5,High,42
D8,Product_29,C2,Seg 1,2023,2,P-40,254.3,419,419,20.89,0,6,0,671,1090.1,1090.1,671,High,44.8
D8,Product_29,C2,Seg 1,2023,3,P-39,156.8,447.4,447.4,20.89,0,6,0,634.6,1081.9,1081.9,634.6,High,39.7
D8,Product_29,C2,Seg 1,2023,4,P-38,164.3,423.1,423.1,20.89,0,6,0,635,1058,1058,635,High,42
D8,Product_29,C2,Seg 1,2023,5,P-37,183.1,423.3,423.3,20.89,0,6,0,638.6,1061.9,1061.9,638.6,High,42.2
D8,Product_29,C2,Seg 1,2023,6,P-36,157.3,425.8,425.8,20.89,0,6,0,641.3,1067.1,1067.1,641.3,High,42.2
D8,Product_29,C2,Seg 1,2023,7,P-35,174.5,427.5,427.5,20.89,0,6,0,676.7,1104.3,1104.3,676.7,High,44.3
D8,Product_29,C2,Seg 1,2023,8,P-34,164.3,451.2,451.2,20.89,0,6,0,647.9,1099.1,1099.1,647.9,High,40.2
D8,Product_29,C2,Seg 1,2023,9,P-33,175,432,432,20.89,0,6,0,678.2,1110.2,1110.2,678.2,High,44
D8,Product_29,C2,Seg 1,2023,10,P-32,124.3,452.2,452.2,20.89,0,6,0,670.4,1122.5,1122.5,670.4,High,41.5
